scenario,comparison,model_seed,difference
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,807,-0.374845267087224
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,808,-2.0637973556667646
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,809,-0.08454231619833763
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,810,-0.7704289022832995
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,811,-0.8489079681783949
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,812,-0.3005524108558859
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,813,-0.664580546244963
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,814,-1.1287211143225448
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,815,-3.019995733983805
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,816,-1.061645579263569
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,817,-0.45570477090777217
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,818,-0.1397443556785447
nominal,centered_full_action_dqn_preview_1p15 - standard_dqn,819,-0.6186618687957548
thermal_stress,centered_full_action_dqn_exact - standard_dqn,800,0.20702466376125983
thermal_stress,centered_full_action_dqn_exact - standard_dqn,801,-0.6074615333974407
thermal_stress,centered_full_action_dqn_exact - standard_dqn,802,0.10644615121185552
thermal_stress,centered_full_action_dqn_exact - standard_dqn,803,-0.4077849756926355
thermal_stress,centered_full_action_dqn_exact - standard_dqn,804,-0.6494789048284275
thermal_stress,centered_full_action_dqn_exact - standard_dqn,805,-0.5310810760408629
thermal_stress,centered_full_action_dqn_exact - standard_dqn,806,-0.4440426358580538
thermal_stress,centered_full_action_dqn_exact - standard_dqn,807,-0.34643850140273
thermal_stress,centered_full_action_dqn_exact - standard_dqn,808,-0.8591521812230383
thermal_stress,centered_full_action_dqn_exact - standard_dqn,809,0.003151891976600041
thermal_stress,centered_full_action_dqn_exact - standard_dqn,810,-0.8475922204554109
thermal_stress,centered_full_action_dqn_exact - standard_dqn,811,-0.32935534007846456
thermal_stress,centered_full_action_dqn_exact - standard_dqn,812,0.1644974993169228
thermal_stress,centered_full_action_dqn_exact - standard_dqn,813,0.1088426097482369
thermal_stress,centered_full_action_dqn_exact - standard_dqn,814,-0.34410339631139664
thermal_stress,centered_full_action_dqn_exact - standard_dqn,815,-2.7179535471647824
thermal_stress,centered_full_action_dqn_exact - standard_dqn,816,-0.46488806203008437
thermal_stress,centered_full_action_dqn_exact - standard_dqn,817,-0.26294643528760275
thermal_stress,centered_full_action_dqn_exact - standard_dqn,818,-0.3688980795070478
thermal_stress,centered_full_action_dqn_exact - standard_dqn,819,-0.35994325190782206
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,800,0.10231040872633912
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,801,-0.5557614021748236
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,802,0.2743784515559753
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,803,-0.3607915908098249
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,804,-0.2683869183808554
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,805,-0.47992645539343926
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,806,-0.4971628271043329
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,807,-0.875374969467515
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,808,-0.3489906299859342
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,809,0.19457538731397506
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,810,-0.5300880832970165
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,811,0.85148180522026
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,812,-0.2921940062195034
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,813,-0.07405091345310666
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,814,-0.3084118036180854
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,815,-2.828804692178963
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,816,-0.6949884516000822
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,817,-0.3607699746638673
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,818,-0.2787980392202769
thermal_stress,centered_full_action_dqn_preview_0p85 - standard_dqn,819,-0.06116314172746229
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,800,-0.008319185599674483
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,801,-0.6008798318356412
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,802,0.02172119334339584
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,803,-0.37686395011841967
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,804,-0.6098440150916531
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,805,0.03783400051295871
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,806,-0.19600028887390408
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,807,-0.30791793540120693
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,808,-1.476797824949017
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,809,0.15345152102412385
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,810,-0.4588948848098511
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,811,0.05286025919019721
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,812,-0.1803097284585249
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,813,0.33136627756059056
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,814,-1.0471380867809046
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,815,-2.4442805917560975
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,816,-0.2967037551104994
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,817,-0.1151620338112167
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,818,-0.3832963645830745
thermal_stress,centered_full_action_dqn_preview_1p15 - standard_dqn,819,-0.4559065485745748
