planner_horizon,trace_seed,total_cost,planning_ms_per_decision
6,3304014,75.6136840313673,42.430123441590695
1,3304015,104.6997701115503,0.12310938109294511
2,3304015,90.14581776670902,0.49330000547342934
4,3304015,89.05189611315727,4.780037508680834
6,3304015,84.29850456416607,42.47919844056014
1,3304016,96.49163381530987,0.12397343925840687
2,3304016,92.21909073772856,0.5061953088443261
4,3304016,86.9066643938847,4.759003117214888
6,3304016,84.43149055540562,42.69669063251058
1,3304017,82.25508663635287,0.12881406655651517
2,3304017,80.31652989611132,0.48472343769390136
4,3304017,79.54869730596133,4.842832808208186
6,3304017,78.8678701522968,42.32143750232353
1,3304018,120.34759210926346,0.12249218161741737
2,3304018,108.69281279988131,0.4838281238335185
4,3304018,105.05176277208483,4.842271864617942
6,3304018,105.05176277208483,42.35023906585411
1,3304019,109.02908548275953,0.1303828103118576
2,3304019,102.3351620848908,0.5083312425995246
4,3304019,100.14190126538277,4.889453122814302
6,3304019,94.25803750753403,42.473020310353604
1,3305000,109.82470623930818,0.12387343849695753
2,3305000,102.81603755686865,0.5150671931914985
4,3305000,101.36010310280534,4.897115619314718
6,3305000,100.16751984520722,42.754423438964295
1,3305001,108.45127848074259,0.1332953070232179
2,3305001,103.59798626128821,0.4900765579805011
4,3305001,103.59798626128821,4.858575010075583
6,3305001,101.27939797627793,42.61029687586415
1,3305002,71.50375977158546,0.12032656741212122
2,3305002,67.8642545118928,0.4806265606021043
4,3305002,67.68394044041634,4.822092183530913
6,3305002,67.68394044041634,42.140946878134855
1,3305003,99.19278968817251,0.12861562936450355
2,3305003,94.8443848521608,0.4895375022897497
4,3305003,92.35623555556533,4.8672468819859205
6,3305003,91.85617554187775,42.446825000297395
1,3305004,122.53423833460212,0.12965156383870635
2,3305004,114.31653527659304,0.48984374734573066
4,3305004,114.45302059018046,4.887337492618826
6,3305004,112.17600790831546,42.64709687595314
1,3305005,104.00778191552726,0.12522968791017774
2,3305005,100.84944527236937,0.488062500153319
4,3305005,98.60026283609429,4.83470780091011
6,3305005,96.16477379202843,42.54239374677127
1,3305006,108.4775954330297,0.1372671904391609
2,3305006,98.21023341521182,0.49508281517773867
4,3305006,97.14869168400764,4.752778129841317
6,3305006,94.17196217179298,42.844329687795835
1,3305007,108.52892348158082,0.1268906216864707
2,3305007,102.22079536809704,0.49898280667548534
4,3305007,101.71381558060278,4.855457811572705
