profile,policy,model_seed,total_cost,immediate_cost,penalty,energy_use,latency_ms,transmitted_mbit,thermal_violation,energy_violation,queue_violation,contact_violation,planning_time_ms,maximum_heat,minimum_energy,threshold_free_episode,onboard_fraction,ground_fraction,hybrid_fraction
compute_minus20,centered_full_action_dqn,808,63.30917955122889,25.828518119826914,37.480661341995,1.3764866783283651,14129.199753284454,633.1636859089136,0.0,19.6,0.0,0.75,0.0,0.19219440519809722,0.0,0.0,0.0,0.1296875,0.8703125
compute_minus20,centered_full_action_dqn,809,65.30691742107271,25.781568633019923,39.52534867703915,1.3881030361168087,14461.633636760711,808.3661359041929,0.0,20.25,0.0,1.45,0.0,0.19164604768157006,0.0,0.0,0.0,0.25859375,0.74140625
compute_minus20,centered_full_action_dqn,810,58.46767184466123,24.663416672870518,33.80425524741411,1.3691818228457122,13976.831694507599,837.0375033974648,0.0,18.3,0.0,0.75,0.0,0.19135536551475524,0.0008992948569357395,0.0,0.0,0.27890625,0.72109375
compute_minus20,centered_full_action_dqn,811,61.97170483402908,25.552189807221293,36.41951503872871,1.3724310626275837,14076.015554332733,674.2981023102999,0.0,19.45,0.0,1.3,0.0,0.19110225588083268,0.0,0.0,0.0,0.16953125,0.83046875
compute_minus20,centered_full_action_dqn,812,59.79463976286352,25.17742961458862,34.617210099101065,1.3812315803021193,14332.631513023376,903.4373807877303,0.0,18.3,0.0,1.45,0.0,0.19258662015199662,0.0,0.0,0.0,0.31875,0.68125
compute_minus20,centered_full_action_dqn,813,61.2149417733401,25.66949080899358,35.54545104481279,1.3749033455271273,14175.351223278045,727.8460266649723,0.0,19.05,0.0,1.0,0.0,0.19243606850504874,0.0,0.0,0.00078125,0.2078125,0.79140625
compute_minus20,centered_full_action_dqn,814,62.43270241297781,25.74710063301027,36.685601829141376,1.378908796980977,14393.602116966247,834.242235545069,0.0,19.2,0.0,0.9,0.0,0.19139391779899598,0.0,0.0,0.01484375,0.2828125,0.70234375
compute_minus20,centered_full_action_dqn,815,63.193946977443986,25.498326723836364,37.69562016680837,1.3784168872516602,14208.686557674408,737.3236706137657,0.0,19.45,0.0,0.75,0.0,0.19208518117666246,0.0,0.0,0.00078125,0.2109375,0.78828125
compute_minus20,centered_full_action_dqn,816,58.41754357051104,24.966139009036123,33.451404576003554,1.3567294143605977,13852.365699005128,730.9462833613157,0.0,18.05,0.0,0.75,0.0,0.19171717017889023,0.0,0.0,0.0,0.221875,0.778125
compute_minus20,centered_full_action_dqn,817,60.77595169495792,25.489289577491583,35.28666211783886,1.3703213708940893,14123.35316028595,714.6792054057121,0.0,19.3,0.0,0.85,0.0,0.19131418243050574,0.0028750276193022727,0.0,0.0,0.2015625,0.7984375
compute_minus20,centered_full_action_dqn,818,60.258652216605846,25.136257793568074,35.12239450536668,1.3673308971803635,14038.81526298523,801.296663209796,0.0,19.05,0.0,1.05,0.0,0.19147379994392394,0.0,0.0,0.0,0.2640625,0.7359375
