file,sha256,variant,model_seed,episodes,horizon,training_steps,state_dim,bellman_target,replay,training_wall_time_s,optimizer_updates,preview_calls,preview_action_evaluations
immediate_advantage_dqn__lambda_0p3_immediate__seed_806.pth,a609fe875af898035adfb341db5a93efaf30f2012bd7735053922b10b0d7d255,immediate_advantage_dqn,806,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,42.0892390999943,9569,38400,115200
immediate_advantage_dqn__lambda_0p3_immediate__seed_807.pth,7fc001a20e7017af5b2c500f209b549742681e8ed6e99b83c32743b88c316eab,immediate_advantage_dqn,807,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,42.593519899994135,9569,38400,115200
immediate_advantage_dqn__lambda_0p3_immediate__seed_808.pth,b615ec2c392e49b3f4ae784d92a494b0bf7579fb6ab962646c43bfb1a203204c,immediate_advantage_dqn,808,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,42.10718569997698,9569,38400,115200
immediate_advantage_dqn__lambda_0p3_immediate__seed_809.pth,a3eaae7780065c3bddf63ed25115a8495d19f3b0992cd933ce23bdfe203e7982,immediate_advantage_dqn,809,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,44.56565030000638,9569,38400,115200
immediate_advantage_dqn__lambda_0p3_immediate__seed_810.pth,fecfe59c6dbc324b1c42e147b52673f3ce322f7659584070a2629f906fe53874,immediate_advantage_dqn,810,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,42.333096199901775,9569,38400,115200
immediate_advantage_dqn__lambda_0p3_immediate__seed_811.pth,ef12bc132e86066f791448f109d4b6c837444fdf8ba61192548a2db9244be033,immediate_advantage_dqn,811,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,42.4395675000269,9569,38400,115200
immediate_advantage_dqn__lambda_0p3_immediate__seed_812.pth,3124ba6ec61480e82f834666423466532edf5a864f1408a08b2aac239eca2292,immediate_advantage_dqn,812,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,42.38217600004282,9569,38400,115200
immediate_advantage_dqn__lambda_0p3_immediate__seed_813.pth,98113fe0835a5f1e95b43dbdb5ec8bc22f5aad016b07e1cfddb7a8272635fc7e,immediate_advantage_dqn,813,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,44.66801080002915,9569,38400,115200
immediate_advantage_dqn__lambda_0p3_immediate__seed_814.pth,bf56e78dc010c86eed741e06732bf4f99e0d9409069b154b69bdd17883f4d354,immediate_advantage_dqn,814,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,44.397213499993086,9569,38400,115200
immediate_advantage_dqn__lambda_0p3_immediate__seed_815.pth,e7e2287ce2a0dc1d39bf7ff5cfe34569ccc0cdaa34e563549c84320935b479af,immediate_advantage_dqn,815,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,42.63669489999302,9569,38400,115200
immediate_advantage_dqn__lambda_0p3_immediate__seed_816.pth,e230b078cadaf454bcc59a70ff5339d1fe834142d09eea0d3a1bdf221c4741b6,immediate_advantage_dqn,816,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,42.240784500027075,9569,38400,115200
immediate_advantage_dqn__lambda_0p3_immediate__seed_817.pth,e94518e76500b56e124d20e2cd49856fbed09141638958916ae2d574abc206e7,immediate_advantage_dqn,817,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,45.20624830003362,9569,38400,115200
immediate_advantage_dqn__lambda_0p3_immediate__seed_818.pth,5f34578449f682c54d1f2b68214445c221af9441acda741ea567613cc315b910,immediate_advantage_dqn,818,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,44.81462249998003,9569,38400,115200
immediate_advantage_dqn__lambda_0p3_immediate__seed_819.pth,0803df4e706a5992687d620aa8593e44eb4a23f47ad1ca9b9eef98bf5e58c416,immediate_advantage_dqn,819,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,43.015450799954124,9569,38400,115200
standard_dqn__standard__seed_800.pth,51c09662e249fa02379dcd95b694b38caf3c98354d6df8b29d6eb3b63b3d1d5a,standard_dqn,800,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,76.96542989998125,9569,0,0
standard_dqn__standard__seed_801.pth,e4496887481b5965ef60985d45ebc68bbb1560dae3342376aeddfbc9ef0a83e4,standard_dqn,801,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,34.281407799921,9569,0,0
standard_dqn__standard__seed_802.pth,fdb1ef32691e0877532276a47cac02603e8732b57dd62efe79547a2d2423745e,standard_dqn,802,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,34.490515000070445,9569,0,0
standard_dqn__standard__seed_803.pth,ccd4b311ec5a691c4baa11e048e3df8a897a40110d75bfa8e3e47c31fed68222,standard_dqn,803,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,34.486143499962054,9569,0,0
standard_dqn__standard__seed_804.pth,8d46fa328815dab89a79adfb8ce97fb615d5b6378f54238c8249d9cf6d6dde76,standard_dqn,804,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,34.298722699983045,9569,0,0
standard_dqn__standard__seed_805.pth,5bc835df7d1234293713b6581667aa68c255fb661d65f4e207e2125db3e0520c,standard_dqn,805,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,34.32693290000316,9569,0,0
standard_dqn__standard__seed_806.pth,314c052d5164bbe68968cd5aace0513d259fb948facf7818ae642ae8189611cd,standard_dqn,806,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,34.2434254999971,9569,0,0
standard_dqn__standard__seed_807.pth,9d42f07d0166f940150ec8c7a51aacfb7355ebde737ed5d91380d5b96cdf35d8,standard_dqn,807,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,34.23656179988757,9569,0,0
standard_dqn__standard__seed_808.pth,ce15c7fa9a44cc2da368006b7b74c3c77736285b3eb16b537b4d442cec16af71,standard_dqn,808,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,34.204137700027786,9569,0,0
standard_dqn__standard__seed_809.pth,9b768c32f3a5a14c7945c66b398d4fe313fb22c100c84c293db41bcf7b8076bc,standard_dqn,809,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,34.34255589998793,9569,0,0
standard_dqn__standard__seed_810.pth,319ba7a4bb1d859549efb4507c04c33e01baed68dd3c6f497076cff34a67f929,standard_dqn,810,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,34.23402029997669,9569,0,0
standard_dqn__standard__seed_811.pth,8a3180d0a7449f4607f7c370ba54c6c32302051d1dda11c9c8a36722913c959e,standard_dqn,811,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,34.451352300005965,9569,0,0
standard_dqn__standard__seed_812.pth,0422084034b6b42f0b4f1de70c7b9dd568935d73ca2962d8f9f5d7be05d16c51,standard_dqn,812,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,34.40760189993307,9569,0,0
standard_dqn__standard__seed_813.pth,81ccdb71d10979158a96cc34413b08d626ec12cbd0907f563d13895dbe5b528e,standard_dqn,813,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,33.36091980000492,9569,0,0
standard_dqn__standard__seed_814.pth,4a07d32037489dcae601df692d38e38efc9d0cfdfaaa4d09b8d8f491826a4abf,standard_dqn,814,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,32.14482569997199,9569,0,0
standard_dqn__standard__seed_815.pth,ad47047a03e8011108c972b1074b231c7c4a5f37ff38478ab36a39f5be73de0f,standard_dqn,815,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,35.526198200066574,9569,0,0
standard_dqn__standard__seed_816.pth,94d86e75b61d3f23739497ed51e9595b58315aa31c408ad91e2f5365b02b5a91,standard_dqn,816,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,32.94686180003919,9569,0,0
standard_dqn__standard__seed_817.pth,92a35ceb95d81eb9b0e6b84e1fd05e5f226ce994eaec38a68786e46dba08d49e,standard_dqn,817,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,35.15099600004032,9569,0,0
standard_dqn__standard__seed_818.pth,f98f392670770f429d2cf23bc9d9579070e491b0f6d40c2003bd19cf13d6fbc9,standard_dqn,818,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,34.324949000030756,9569,0,0
standard_dqn__standard__seed_819.pth,c8ba13ebf8d5c78e5dc7646a00c37dc5cc8f63363b7a7d5612a9719f19d224fa,standard_dqn,819,600,64,38400,24,target_network_max_not_double_dqn,uniform_one_step,54.727669700048864,9569,0,0
