scenario,policy,model_seed,total_cost,immediate_cost,penalty,energy_use,latency_ms,transmitted_mbit,thermal_violation,energy_violation,queue_violation,contact_violation,planning_time_ms,maximum_heat,minimum_energy,threshold_free_episode,onboard_fraction,ground_fraction,hybrid_fraction
burst,standard_dqn,801,99.41188851371408,32.6710585270077,66.74082996398211,1.5940537863876671,18230.552324676515,778.7007483750582,0.0,29.15,0.0,1.05,0.0,0.19310179874300956,0.0,0.0,0.0,0.1875,0.8125
burst,standard_dqn,802,96.59198571704329,31.90501275807619,64.68697296641767,1.5850280337966978,18054.255360889434,969.0048796445132,0.0,28.65,0.0,1.25,0.0,0.1906548783183098,0.0,0.0,0.0109375,0.3,0.6890625
burst,standard_dqn,803,94.13376725882293,31.214179573208092,62.91958768486977,1.564166213804856,17525.53865337372,907.39451443851,0.0,28.15,0.0,0.7,0.0,0.19290004447102546,0.0,0.0,0.01484375,0.26328125,0.721875
burst,standard_dqn,804,97.38097784869373,31.756783655658364,65.62419409692288,1.5762485604267567,17781.636888217927,851.9715486317873,0.0,29.1,0.0,1.45,0.0,0.19259915575385095,0.0,0.0,0.0,0.2234375,0.7765625
burst,standard_dqn,805,98.65294636487961,32.68087099231779,65.9720753196627,1.6011091008316725,18300.43702316284,950.436136507243,0.0,28.9,0.0,1.5,0.0,0.19086370766162872,0.0,0.0,0.00859375,0.26640625,0.725
burst,standard_dqn,806,97.69617857165635,32.61329823993147,65.08288023039698,1.5859114489518107,18064.98033504486,899.5301672361791,0.0,28.35,0.0,1.3,0.0,0.19242013916373252,0.0,0.0,0.01484375,0.23984375,0.7453125
burst,standard_dqn,807,98.1028061813116,32.583783810958266,65.51902231037617,1.5858484386932106,18014.538565158844,773.8393095850945,0.0,28.6,0.0,1.05,0.0,0.19283272624015807,0.0,0.0,0.0,0.171875,0.828125
burst,standard_dqn,808,99.35404984213412,32.50047463960946,66.85357526361943,1.5937965740449727,18135.359615135192,927.0860667906702,0.0,29.25,0.0,1.2,0.0,0.1917292967438698,0.0,0.0,0.04375,0.24375,0.7125
burst,standard_dqn,809,100.83976252779364,32.09087141118944,68.74889107748865,1.5976974490098654,18123.59281787872,1024.9584233015776,0.0,29.8,0.0,1.7,0.0,0.1920953206717968,0.0,0.0,0.0,0.3015625,0.6984375
burst,standard_dqn,810,96.00106098711491,30.357603074610232,65.64345789015293,1.5815580699592828,17648.09985227585,1197.665012806654,0.0,28.7,0.0,1.45,0.0,0.19124685004353523,0.0,0.0,0.0,0.41015625,0.58984375
burst,standard_dqn,811,99.68045126058162,32.46975702047348,67.21069431349636,1.5918690146878363,18047.62392053604,812.8094380944967,0.0,29.25,0.0,1.6,0.0,0.1912330262362957,0.0,0.0,0.0,0.18828125,0.81171875
burst,standard_dqn,812,93.69485625527798,31.420854226872326,62.27400200754404,1.5716688321903347,17834.16755361557,1023.1648218005896,0.0,27.95,0.0,1.55,0.0,0.19255728870630265,0.0,0.0,0.0,0.32734375,0.67265625
burst,standard_dqn,813,97.97628220379353,31.681437131017447,66.2948450537771,1.592103232583031,18046.88922739029,1055.530258089304,0.0,29.0,0.0,1.5,0.0,0.19142150655388832,0.0,0.0,0.0,0.33515625,0.66484375
